Gene,P,Number of variants
C3orf17,0.810548583,9
PRR4,0.810585005,23
AOC3,0.810711752,6
XRN2,0.810749129,7
DSTYK,0.810863759,4
CHP2,0.810966325,4
SORL1,0.811116437,15
OR1J4,0.811136269,2
C16orf72,0.811230343,2
GALNT12,0.811249911,2
ANKAR,0.811286382,13
MRPS31,0.811436511,2
PROKR1,0.811479907,6
MOXD1,0.811487895,6
GRM6,0.811675865,21
SLC2A7,0.811788755,11
ENDOD1,0.81192287,3
RAVER1,0.812025289,5
C3orf24,0.812033116,2
THBS4,0.812056888,12
IRF6,0.812091806,2
LLGL1,0.812138163,9
TNFAIP3,0.812368838,7
ZYX,0.8123752,7
SARM1,0.812385993,13
ILVBL,0.812437027,9
SYDE2,0.812471866,11
GATS,0.81250432,5
STAG3,0.81250432,5
STX11,0.813169858,4
MCM4,0.813547116,10
RGS22,0.813559416,12
EPHA2,0.813562028,13
SLFNL1,0.813668746,3
PMS1,0.813721045,6
NCAPH,0.81374666,2
PTPN9,0.813908468,4
XPNPEP3,0.813935611,5
C1orf85,0.813939994,2
PLCB3,0.813958022,5
HSPA4,0.814028765,5
SCAPER,0.814066264,10
PFKP,0.814242689,8
GPHA2,0.814271811,3
OR1L1,0.814285989,8
IFI44L,0.81433995,8
GNB5,0.814372351,2
MAPK12,0.814377455,11
ZFYVE26,0.814685202,15
KCNK7,0.814706312,3
PDE4A,0.814745655,7
C4orf21,0.814781473,22
UMODL1,0.815149357,21
VPS51,0.815347369,3
KLHL22,0.815403614,2
SERPINB2,0.815509912,5
CERCAM,0.815536376,13
DNAH14,0.815546954,15
MED22,0.815625727,3
NDNF,0.815647617,3
AHSG,0.815790677,5
BIRC5,0.816011039,3
MRGPRE,0.816088334,6
DEFB113,0.816110827,3
PARK2,0.816124502,10
SLC17A9,0.816138593,2
CYP2C9,0.816183365,2
TIMM21,0.81649629,3
OR2G3,0.816609391,10
CDC42BPG,0.816698941,13
TRAPPC11,0.816718612,13
ACAD10,0.816843884,21
SEMA6B,0.816993773,2
ROPN1B,0.817246371,3
IFIT1B,0.817274287,7
FBXO31,0.817294596,2
KRTCAP2,0.817324469,5
COL9A3,0.817366635,12
IMPG2,0.817497864,11
ACCSL,0.817503349,7
MCM3,0.817546964,10
HSD3B7,0.817582229,5
ARMC4,0.817621491,15
THPO,0.817739196,2
NR1D2,0.817742216,5
GCNT2,0.817785233,6
YTHDC1,0.817819904,2
AMBRA1,0.817822274,6
MTHFD2L,0.817850602,5
WDYHV1,0.817863886,4
APBA2,0.817971763,6
CD44,0.817978779,7
CRYZL1,0.818245961,2
SAMD5,0.818267748,3
TCTE1,0.81839446,8
CCDC41,0.818456489,10
TMBIM1,0.818461493,2
CAPN11,0.818659224,8
COL6A1,0.818786342,15
BAIAP3,0.818971788,18
GOLPH3L,0.819095611,2
FAM82A1,0.819194808,11
TRPS1,0.819359195,8
BRCA2,0.819442972,24
WRB,0.819463255,8
FAM78B,0.819629596,3
ALG2,0.819639244,2
MYH11,0.819795992,8
ADAMTS4,0.819808897,13
NME7,0.819904482,4
DCK,0.820003837,2
TMEM128,0.820009369,2
SLC7A13,0.820055237,9
TMEM132C,0.820153008,4
CCDC18,0.820182932,11
CCDC88C,0.820195297,24
MIPOL1,0.820204281,5
EFHC1,0.820386616,10
ADA,0.820395256,3
ZNF518B,0.820419528,15
ZNF642,0.820571907,3
TEKT3,0.820639255,12
LUZP2,0.820743071,2
SRBD1,0.820764104,15
TMEM130,0.820838447,7
ZNF785,0.820880061,3
BDH1,0.82107779,5
GADD45B,0.821088668,2
FA2H,0.821110543,6
LTN1,0.821183011,7
RUNDC1,0.821245807,6
TBCEL,0.821285569,3
EIF2AK2,0.821331096,2
GPRIN2,0.821337143,8
ADH1A,0.82137022,2
AZI2,0.821389287,2
ACRV1,0.821491209,3
TMEM198,0.821502799,2
LCT,0.821570602,9
TACC1,0.821786496,5
SERPINF1,0.821880109,7
CLSTN3,0.821897629,10
C16orf58,0.821970511,8
NCF2,0.821978731,5
SLC25A34,0.822324955,5
LCP1,0.822383951,3
ITPR1,0.822436568,9
FNDC4,0.82261888,2
SLC6A5,0.822627344,9
HAUS1,0.822707274,4
OR6C70,0.822941802,7
KLHL23,0.822950696,6
ZNF687,0.823013772,8
DNAH7,0.823093155,54
FZD6,0.823117713,4
C19orf47,0.823169862,7
COX7A2,0.823191424,2
STK32C,0.8231958,3
UQCRC1,0.823309736,4
MRPL50,0.823361674,2
SLC35B3,0.823520945,6
NPNT,0.823563909,7
PLEK,0.823568182,3
C21orf91,0.823571875,4
CHODL,0.823571875,4
MDGA2,0.82375879,6
CPT1B,0.823812599,8
MAP9,0.82383866,4
HTR1F,0.823901743,2
CERS3,0.823950126,3
TPO,0.82395498,16
SEC31A,0.823985706,6
C16orf71,0.824081703,10
ZNF217,0.824280754,8
USP48,0.824368355,5
LILRA4,0.82448657,2
ORC4,0.824520649,3
OCIAD2,0.824702605,3
GIPC3,0.824707588,4
IL34,0.824780079,2
BAP1,0.824844964,4
RDH13,0.824891613,5
TMCO7,0.825002858,7
RNF40,0.825061732,5
CEP112,0.825099802,8
POLG2,0.82511653,4
EXOC2,0.825189158,8
ZACN,0.825190831,12
ENTPD8,0.825309721,5
DCBLD1,0.825383426,3
LRRC47,0.825437642,2
RIN3,0.825545057,20
ATXN7,0.825702457,10
KIAA0895L,0.82571522,2
HSF2,0.825741236,2
TSPAN32,0.8258316,8
DUPD1,0.825921585,2
DCTN6,0.825984873,2
FBLN7,0.826029956,10
SPIC,0.826043008,3
C1orf172,0.826045415,7
FNTA,0.826141758,2
KLRG1,0.826173014,2
ATRN,0.826201994,9
RAB3GAP1,0.826288214,4
PKP4,0.826335462,11
RIOK2,0.826350469,10
OR51A7,0.826390622,3
MNT,0.826401058,2
CACHD1,0.826417221,12
TGM7,0.826651248,10
SLC52A3,0.826673537,9
SPATA25,0.82675064,2
NECAP2,0.826811069,3
SPDYA,0.827140891,3
ZBTB17,0.827158792,2
SLC22A18AS,0.827168143,3
RTN1,0.827188075,8
CFL1,0.827338702,5
ARFGEF1,0.827453842,10
MED13,0.827555418,14
CDK13,0.827770103,8
HVCN1,0.827792159,4
ZNF570,0.827834159,4
FADS2,0.827892652,4
GRK1,0.828052683,6
SF3A1,0.828111618,2
SKIDA1,0.828277589,4
TDRD10,0.828374141,3
LAP3,0.828436063,5
FGF6,0.828459517,5
SLC25A21,0.828665,5
COL21A1,0.828699041,10
EMR1,0.828764043,13
PIGT,0.828891062,4
HIPK1,0.82892308,8
NKIRAS1,0.829024387,2
P4HA2,0.829036626,8
CCDC67,0.829091286,12
TRPM4,0.82918513,12
ZBTB37,0.829206218,2
KDR,0.829240805,9
RAB32,0.829310843,2
SLC41A3,0.829313575,10
LHB,0.829406714,2
REPS1,0.82942538,9
PLCZ1,0.829491518,5
PLEKHA1,0.82954688,4
CREB5,0.829904946,3
SEMA3E,0.829911255,3
S100A13,0.830166983,3
MTHFS,0.8302766,5
ZNF419,0.830424685,2
SP8,0.830513998,2
TMEM204,0.830515303,3
CERK,0.830551265,11
ATP2B2,0.830555037,5
RECK,0.830668482,7
SEMA3A,0.831028344,9
MRGPRD,0.831033711,4
TNP2,0.831184541,4
FCHSD2,0.831225903,4
GRAMD4,0.831318357,3
DPEP1,0.831322221,8
SLC35B4,0.831530486,4
KANSL1L,0.831784803,4
GAPDHS,0.831875744,3
ACSF2,0.831969641,14
EXOC3,0.832050073,2
UFL1,0.832089091,3
OR56B4,0.832094796,5
HECTD3,0.832123007,3
LPCAT4,0.832123793,5
CEP57,0.832189986,5
OR6F1,0.832264408,5
MYH7B,0.832390159,20
FAM19A4,0.832390488,2
CNNM4,0.832687356,3
CYP2U1,0.832693174,4
EDC4,0.832747571,2
DBH,0.832852743,16
CLEC4A,0.832907379,5
NPAS2,0.833007528,6
PRPS1L1,0.833169435,4
CDH16,0.833308386,10
ATG16L1,0.833435195,3
ZNF225,0.833499795,9
TAS2R10,0.833515323,2
CALML4,0.833749638,2
RFC4,0.833796356,5
WDR53,0.834010111,3
IL18R1,0.834026692,14
ZMIZ2,0.834085978,6
KLC3,0.834164329,7
CYP4A22,0.834184746,2
C6orf118,0.834683206,4
GPR182,0.834780496,4
PHLDB2,0.834981923,14
SERPING1,0.835031013,3
PKD1L1,0.835333071,41
ZSCAN30,0.835373505,3
LRRC45,0.835382576,6
SCLY,0.83539548,8
OR6N1,0.835448736,3
TAS2R20,0.835570067,4
ULK2,0.835899622,11
C1orf186,0.835902382,2
NAP1L4,0.836016155,2
SHPRH,0.836095792,12
C21orf59,0.83615644,3
NAALADL2,0.836178632,8
PEX26,0.836183222,6
RABEP2,0.836210055,4
NLRX1,0.836439176,14
THOC6,0.836479654,7
KIAA1958,0.836497524,3
DIP2C,0.836552894,6
PCSK1,0.836585776,5
PNMAL1,0.836662947,5
MYLK2,0.837026572,4
GLB1,0.83703943,8
MTRF1,0.837169807,3
CYP4X1,0.837190465,2
PRAP1,0.837523467,4
ST3GAL3,0.83755292,4
PER2,0.837590948,11
FFAR2,0.837602754,4
CYP3A43,0.837674579,8
OR52K1,0.837780233,2
ADCY2,0.837820433,6
GSDMC,0.83787422,13
FAM208B,0.837921861,22
CHRNA6,0.837926202,10
TCERG1,0.837972396,3
INCENP,0.837995235,13
PPP3R1,0.838162084,8
TCERG1L,0.838222934,4
CDC14B,0.838228482,6
TNFSF14,0.838419918,4
VIL1,0.838502444,13
GRHL1,0.838624568,4
NPEPL1,0.839063423,3
ZBTB4,0.83933383,7
TSTA3,0.839356979,2
NDST4,0.839371081,12
PPAPDC1A,0.839451531,2
APMAP,0.839452081,8
ZNF442,0.839550605,6
OR56A4,0.839558082,4
IVNS1ABP,0.839589877,5
TRPV5,0.839879622,8
ZDHHC8,0.839886429,4
PVR,0.839899443,6
CRYGA,0.839925226,2
CLDN19,0.840020908,4
ZCCHC14,0.840119793,7
C9orf135,0.840135284,4
GBP3,0.840166228,7
MAT2B,0.840215318,4
BBS10,0.840215424,3
ANKRD2,0.840271218,3
EPHA7,0.840515473,4
PREP,0.840699907,5
OR11L1,0.840699986,7
COL28A1,0.840898647,21
RRP1B,0.84118535,6
GKAP1,0.84119178,2
CCNI,0.841204122,2
MYF6,0.84124371,2
C2orf18,0.841380171,3
ZNF428,0.841388371,4
FAM26F,0.841433525,3
ASPM,0.841743433,37
ITIH4-AS1,0.841776022,4
RNF219,0.841881038,2
DYM,0.841917356,7
C1orf194,0.841920925,2
CRYAB,0.841936673,4
RTN3,0.841971135,4
PAN3,0.84197894,2
LRRC28,0.842049389,5
CASP9,0.842192776,4
SCD5,0.842296764,3
HFE2,0.842364869,2
RPE65,0.842394476,5
PLB1,0.842851622,36
C3orf38,0.842937756,5
OXA1L,0.843038192,4
SLC2A4RG,0.84317084,2
PWP2,0.843196079,16
PCSK9,0.843210679,8
EXOSC2,0.84321233,3
ASB3,0.843278613,24
FMOD,0.843359378,4
FAM170A,0.843374555,5
INTS7,0.843407036,7
DUSP10,0.843426351,2
FNIP1,0.843692873,19
CADM4,0.843732006,2
KDM1B,0.843854051,4
HARBI1,0.843920435,4
GALT,0.844107385,4
OR10Z1,0.844240566,5
GJA4,0.844278486,2
CNGA3,0.844439148,13
ZNF773,0.844440219,4
ZIM3,0.844467401,6
CLASP2,0.844791556,2
ADGB,0.844944318,9
GMFG,0.845032116,2
USP54,0.845038477,15
ADAMTS16,0.845092478,11
USP34,0.845093577,18
CHST9,0.845193531,5
USP45,0.845262425,13
FXR1,0.845396168,2
KY,0.845488074,3
SPAG5,0.845635956,13
ABLIM1,0.845695585,13
OTUD4,0.845811851,4
NRN1L,0.845893811,3
CD37,0.845936069,3
OR10H4,0.846001363,6
ZNF24,0.846107315,2
HSPA9,0.846342003,2
ZNF407,0.846379901,13
RPGRIP1L,0.846439935,9
CENPA,0.846460699,5
SVIL,0.846551394,24
RGS21,0.846578148,3
PLAC9,0.84696956,3
DLGAP1-AS3,0.846980895,4
SEMA5B,0.847018767,7
TMEM45B,0.847030619,2
SPATA21,0.847039296,8
LIMK2,0.847203586,5
CCRN4L,0.847286078,3
LIMK1,0.847331607,2
CCDC15,0.847388129,6
HIP1,0.847466662,13
DDB2,0.847561171,2
GALR1,0.847703663,5
C15orf41,0.847762909,3
ATP6V0A2,0.847860855,7
NIPBL,0.847986099,11
TNS3,0.848005498,15
WDTC1,0.848009992,4
UBXN2A,0.848159265,4
NDC80,0.848164256,4
KIAA1522,0.84820386,7
IGFL4,0.848226839,2
FNDC7,0.848330976,8
IFNA2,0.848373196,2
GALM,0.848443759,4
LRRN1,0.848460069,7
MPND,0.848482279,3
FOXP4,0.848634171,5
FN1,0.848651616,25
RSG1,0.848687041,3
ARHGEF15,0.848753613,9
LGI3,0.848876869,8
DPYSL5,0.848881663,2
ZDHHC17,0.848920111,2
TNKS2,0.8490694,4
ARMC1,0.849157472,3
RUFY2,0.849182623,4
NDUFB5,0.849226512,2
F10,0.849318254,5
EXD2,0.84945548,4
ITPRIPL2,0.849468135,3
GNAS,0.849485134,11
DUSP26,0.849518751,3
HK2,0.849693496,4
DLGAP1,0.849715188,8
REEP1,0.849729846,2
TAF6,0.849969253,3
GPR139,0.850083159,3
SLC25A19,0.850148442,3
OS9,0.850325039,6
TMC3,0.850369799,17
SLC30A7,0.850401338,2
ZNF526,0.850498142,5
THUMPD2,0.850574194,5
LILRA5,0.850609946,3
TUBD1,0.850868831,2
GJB2,0.85091575,7
FNDC1,0.850993891,15
OR10A6,0.851111266,3
FAR2,0.851126199,4
PCDHGC4,0.851159914,15
PHC1,0.851170542,3
KCNQ1,0.851195038,9
INF2,0.851233237,14
LIPM,0.851257691,4
ALG3,0.851335731,4
IFNGR2,0.851449462,3
FSCN3,0.851555661,18
IGSF9,0.851571969,8
OR8A1,0.851626647,6
PIGQ,0.851648266,9
ACSF3,0.851658762,8
C2orf70,0.85167854,3
SLC20A1,0.851705149,3
KCNE2,0.851767566,4
PSD,0.851778134,9
UBE3C,0.851857884,4
SSX2IP,0.851903108,2
DUSP4,0.852037933,2
VSX2,0.85219502,2
DDOST,0.852256081,8
JMJD4,0.852300594,7
KLHDC2,0.852604411,4
ZAP70,0.85271643,4
PRKCB,0.852726065,4
NYAP1,0.852756173,4
TOR1A,0.852779279,2
NELL2,0.852801217,8
CD1A,0.85298643,8
COMMD5,0.853121033,4
VASP,0.853179729,2
CYYR1,0.853235461,5
PRAMEF2,0.853346897,4
C19orf26,0.853427246,6
CBX2,0.853655253,7
CKAP5,0.853657744,7
GABRG1,0.853678328,2
GABBR2,0.853681159,6
GALNT8,0.853765167,13
HOMER2,0.854298718,2
CPM,0.854683074,2
PCDHGA9,0.854699991,47
ASB18,0.854778166,5
SEL1L2,0.854793955,8
KRT3,0.85483928,4
PTPRS,0.854884091,14
GLT8D1,0.854903408,3
SPRED2,0.8551812,3
XPC,0.855188759,9
CCDC13,0.855200214,13
CELF6,0.855282664,2
AQR,0.855503468,4
ITGA6,0.855522601,10
LMBR1L,0.85590627,3
USP24,0.855959154,8
HMGXB3,0.856023672,2
ARID4B,0.856143331,13
THAP8,0.856239312,5
INTU,0.856285203,8
FAM111A,0.856287438,9
KIFC2,0.856339982,5
OR51E2,0.856462676,5
ACSS1,0.856772251,5
ANXA3,0.85679662,8
CHEK1,0.856923117,2
SLC6A15,0.856950937,5
ELP6,0.85701434,2
PARP12,0.857020358,6
ATP13A5,0.857145626,17
RNF213,0.857594109,69
MTSS1,0.85778359,7
HSD17B12,0.857833946,3
SULF1,0.858240559,11
SMAP2,0.8583396,6
CRTAC1,0.858393957,12
APPL1,0.858442942,11
ADAP1,0.858468739,3
COX19,0.858468739,3
CDCP2,0.858507567,8
JTB,0.858582192,2
TMCC3,0.858839747,11
KRT7,0.858872455,2
PYGM,0.859089785,17
DZIP1,0.859090999,5
BTBD16,0.859325703,7
CTSC,0.859326743,4
LAMTOR1,0.85933688,2
LRTOMT,0.85933688,2
KLB,0.859338933,7
OR10J3,0.859435197,6
ZNF174,0.859437849,2
UTP18,0.859493832,2
SNHG7,0.859505614,3
ZNF536,0.859605089,6
RABGEF1,0.859679812,2
RAB26,0.859688679,4
TTC13,0.859698019,6
DUSP27,0.859745936,11
GOLGA4,0.859895804,15
IFITM2,0.85994735,4
ANKRD55,0.860034586,9
ZNF79,0.860041802,4
CTTNBP2,0.860096742,16
COG7,0.860144018,7
CPSF3L,0.860183066,6
ZWINT,0.860187918,5
HAAO,0.86018952,3
OR4K13,0.860377915,4
PALM,0.860517472,3
VEPH1,0.860593891,14
PCDH17,0.860617915,4
SF1,0.860647929,4
CPAMD8,0.86070525,19
TP53RK,0.860747004,4
CTU2,0.860902949,15
OR7G2,0.860958812,7
FGD3,0.861005535,5
FAM160B1,0.861079252,5
SLC26A7,0.861287326,2
TGFBI,0.861385722,15
TUBA8,0.861596091,4
RPTN,0.861602036,7
PMFBP1,0.861667368,11
ADAMTSL5,0.862069454,4
TRAPPC4,0.862181972,7
C2orf76,0.86232836,3
CD93,0.862378825,9
AASS,0.862384687,6
RHBDD1,0.862501893,5
THOC5,0.862531762,3
DYX1C1,0.862562901,6
MON1B,0.862600778,4
PROK1,0.862634354,4
AKNAD1,0.862814773,21
CEP70,0.862843968,5
PCDHGA6,0.862858583,68
ZNF226,0.862913859,9
PDE4DIP,0.862975091,25
C12orf56,0.86301873,4
RPS11P6,0.86301873,4
IST1,0.863028464,4
AFM,0.863191157,5
GPR97,0.863360238,6
TBCD,0.863570486,13
CENPE,0.863878823,17
RDH16,0.864042512,7
WNK2,0.864056376,4
LRRC37B,0.864150291,4
DMXL2,0.864679832,15
C1QA,0.86481948,6
NPBWR1,0.864849851,3
RNF44,0.864906346,4
MALT1,0.864915697,4
PRPF8,0.86493978,4
TCOF1,0.864980884,15
ZFP28,0.865008207,8
ITPRIP,0.865087012,5
RTKN,0.865177663,4
FOXA1,0.865518535,2
MYH2,0.865861131,31
RIBC2,0.865883015,2
BCKDHB,0.865933779,3
PHF2,0.866100898,7
MOGS,0.86617979,5
SH3D19,0.86618207,7
ANXA6,0.866333811,11
BOC,0.86638058,17
AGPAT3,0.866515281,2
OR4L1,0.866677509,7
AP4B1-AS1,0.866680947,7
GRAMD1C,0.866862963,6
CYP2C8,0.867187653,9
ITGAM,0.867222226,7
CCDC86,0.867319818,6
OR5M8,0.867666529,5
TCHP,0.867736445,7
FGA,0.86782151,5
CCNH,0.867858144,4
KLHL6,0.867998975,6
MOCS3,0.868098883,3
CCDC149,0.868169174,4
PPP4R1,0.868194003,6
PPP1R26,0.868227234,12
KCNH4,0.868235003,6
RHBDF2,0.868385164,12
KCNC4,0.868511333,6
KBTBD8,0.86860359,3
C2CD3,0.868607235,23
PDCD11,0.868634498,24
C1QTNF7,0.868881819,3
FURIN,0.868899869,7
GDPD5,0.868915928,8
HEATR7A,0.869022758,7
ECHDC3,0.869037851,6
CALY,0.869293023,2
ZNF71,0.869340255,3
ABI3BP,0.869597679,9
NELL1,0.869797676,13
IMMP1L,0.869867745,3
MYOM3,0.869977871,34
MBD5,0.870155489,11
NR1I3,0.870175776,5
C3,0.870208193,9
ESYT3,0.870303053,15
ZNF497,0.870620707,2
DSCAML1,0.870705878,11
MYO15A,0.870863299,30
ZNF670,0.870888463,8
KCNQ3,0.871347599,5
ASXL3,0.871545598,12
STON2,0.87162348,13
GZF1,0.871652283,7
KLKB1,0.871875188,13
ZNF608,0.87194025,3
POMT2,0.872074729,7
GNG12-AS1,0.872283008,3
WLS,0.872283008,3
TNRC6A,0.872390193,19
SFXN1,0.872412232,5
CLMP,0.872553405,2
C19orf80,0.872572441,6
ENGASE,0.872592708,13
IL1RL1,0.872623691,10
KLHL38,0.872646101,7
IL36G,0.872658161,4
C14orf39,0.87277708,5
INSR,0.872820223,7
TPI1,0.872897065,3
FAM70B,0.873053565,6
TST,0.873156636,3
COL6A6,0.873214683,38
ZFP41,0.873339364,5
ADH7,0.873350935,7
TM4SF4,0.873426371,4
STYXL1,0.873554301,3
TRMU,0.873559311,5
LACE1,0.873580925,5
ODF3L2,0.873866765,4
CHID1,0.873941956,3
IFRD2,0.874027587,6
PROCA1,0.874178784,4
MSLN,0.87418324,81
ECE1,0.874271319,5
COL4A3,0.874320284,16
NPDC1,0.874406809,3
TOP3A,0.874584209,8
KLK5,0.874612918,3
FAM161B,0.874763585,9
WAC,0.87479613,2
CAMK1D,0.874849581,3
CMTM5,0.874910799,4
ITGA1,0.875075457,11
PHAX,0.875106623,3
CELSR2,0.875238426,29
ZNF793,0.875543996,7
WFDC3,0.875682893,3
DSC3,0.875692732,9
SULT6B1,0.875696871,3
BRD4,0.875902101,3
TRAM1,0.875930136,7
ITIH3,0.875987313,15
CYP4F3,0.876322545,8
C6orf120,0.876432607,4
C12orf40,0.876503466,6
ZNF35,0.876604562,4
CD300LD,0.87676085,5
TRIM50,0.876840325,5
LCA5L,0.876848041,5
ZC3H10,0.876913559,4
OR2L13,0.876972257,13
TNFRSF1A,0.877231878,4
COMMD9,0.877291453,3
SLC16A3,0.877588904,6
SCG2,0.877697917,3
CD101,0.877741058,14
C4orf45,0.877753562,4
RFC2,0.87775812,2
C10orf68,0.877774768,6
MFI2,0.877784707,19
SNX21,0.877811023,11
ISM2,0.87786502,9
ESCO1,0.878059187,3
SLC20A2,0.878157975,6
TUFT1,0.878459548,5
MIA2,0.878516528,10
GCSAM,0.878525145,5
NID1,0.879040998,14
SEC22C,0.87944145,3
SLC34A2,0.879627983,8
TPSG1,0.879705547,7
RETSAT,0.879847894,7
VWDE,0.879907009,21
FAM118B,0.880077152,3
BLOC1S5-TXNDC5,0.880185365,9
TXNDC5,0.880185365,9
DCN,0.880284479,3
CDK5RAP1,0.880414051,7
PCDHB4,0.880522412,6
ATPAF1,0.880563742,3
CPA2,0.88077198,7
NCEH1,0.880941637,4
HEG1,0.881154028,15
KCNT1,0.881289722,8
PSD4,0.881319696,12
PHF12,0.881350932,4
C17orf102,0.881390104,3
CACNG1,0.881417524,6
ICAM4,0.881570329,4
LIPN,0.881583813,4
NT5DC2,0.881690138,8
CASQ1,0.882247777,6
UBE4A,0.88231077,8
ST6GAL2,0.882425302,5
ZNF470,0.882506807,11
UBAC2,0.882642337,6
FAM135A,0.882817095,12
SEMA4D,0.88297639,10
TLR3,0.882990682,6
RBM44,0.882998515,8
TRPT1,0.883097952,3
CD109,0.883123588,15
ESYT1,0.883352117,15
CASP7,0.883670981,7
UBA7,0.883720579,10
TTLL7,0.884254714,9
SEPT12,0.884345551,5
PCOLCE,0.884362058,8
FAM18A,0.884582364,5
MTUS2,0.884685055,18
KIF13A,0.884720985,11
TBCC,0.884861631,5
DNA2,0.884971086,5
RDH8,0.88605138,5
FREM2,0.886148999,27
SLC35F5,0.886174285,5
HIVEP3,0.886254782,25
NCOA6,0.886318399,12
ORC1,0.886360198,8
KIAA1731,0.886538213,9
ANKS6,0.8866958,7
STIM2,0.88674188,5
ACPP,0.886768937,6
C5orf54,0.886785353,5
CPNE7,0.88721138,6
ZNF569,0.887239407,3
PLEKHA7,0.887290233,7
PLD4,0.887523155,7
PET112,0.887754166,7
NRIP2,0.888014663,8
PLOD3,0.888151729,9
RNF4,0.888158601,3
DLK1,0.888169621,5
NOS2,0.888221923,10
ZADH2,0.888277486,6
C4orf17,0.888821454,4
PCDHGB3,0.888947731,79
NINL,0.888984063,18
PDE3A,0.889093209,11
INPP5J,0.889334667,5
CDKL2,0.889691425,4
PRTFDC1,0.889710166,5
BAG3,0.889858081,5
IGDCC4,0.889892706,14
DPY19L3,0.889949018,6
PCDHGA4,0.890251175,93
FAM83A,0.890495234,4
CPA1,0.890936338,4
BMPER,0.890994226,10
CACNG5,0.89106171,8
SH3BP1,0.891166542,3
ZNF519,0.891173645,7
ACSBG1,0.891203618,5
AMT,0.891300648,8
KRT36,0.891382049,7
PITPNM3,0.891771768,6
ANXA4,0.891949198,4
DNAJC14,0.89201982,5
MMP7,0.892198879,4
IFIH1,0.89228875,19
HAL,0.892359626,18
MYPN,0.892576408,11
HIRA,0.893438852,6
TOLLIP,0.893886831,6
C10orf129,0.894048499,5
TKT,0.894312305,5
STIL,0.894359558,9
ZNF274,0.894496725,6
TMTC2,0.894585652,9
HRCT1,0.894747855,6
RELT,0.894748828,7
TIMM44,0.895172105,5
GLYCTK,0.895548355,6
GLYCTK-AS1,0.895548355,6
ZNF318,0.895623793,11
SARDH,0.895637234,22
BAIAP2L2,0.895780515,4
SERINC1,0.896136367,5
JRK,0.896154451,6
KIAA0240,0.896169255,6
SPG11,0.896292759,20
PKD2L2,0.896668455,10
UPB1,0.896682305,6
NCAPD2,0.896779263,11
FAM227B,0.897357736,5
FGF7,0.897357736,5
JAG1,0.897448102,9
TRPC3,0.897618977,3
CASKIN2,0.897702834,12
ZNF354C,0.897936252,8
AIM1,0.897944344,17
C15orf38-AP3S2,0.897969704,7
MYO6,0.898026228,11
SH3PXD2A,0.898232054,14
SLC7A8,0.898786498,5
HLTF,0.898829459,9
MAP4K2,0.899098134,6
TCHHL1,0.899200598,9
GALNT5,0.899395162,12
EPG5,0.899457196,29
C22orf39,0.899471903,7
GPR126,0.899548957,15
THSD7B,0.899706312,14
DUOX2,0.900046083,23
PSMB11,0.900124868,13
TRIM71,0.90036247,5
APBB2,0.900407152,7
CNR2,0.900494028,6
TRPM6,0.900525396,12
GZMA,0.900791114,9
NOS1AP,0.901100357,6
CARS,0.901187325,7
SLC18A1,0.902746052,10
PTGIR,0.902839436,5
LTBP4,0.902908986,16
USP13,0.903008954,7
ZMYM6,0.903137992,10
AHI1,0.903185913,7
SMARCAD1,0.903290628,6
CARD6,0.903338812,13
BIRC3,0.90339025,4
CYP1A1,0.903623374,14
OTOP3,0.903704674,15
FAM48A,0.904040546,6
MRPS5,0.904183369,7
MYH6,0.904512616,14
CREB3L2,0.905119557,6
INSC,0.905463414,16
ZC3H3,0.905488604,19
RFX4,0.905534143,7
PITRM1,0.90554119,16
ITIH2,0.905644429,18
GTDC2,0.906079782,15
SPAG1,0.906624367,9
FANCC,0.906843362,10
ANO6,0.908003702,15
RAG1,0.90805022,16
ECM2,0.909104628,10
GPR179,0.909219962,36
TATDN3,0.909847315,7
STXBP2,0.910000354,6
CLN8,0.910256327,6
KLHL28,0.910384583,9
ADAMTSL4,0.910575899,16
IL16,0.910602655,11
CNTN6,0.91063165,9
LRPPRC,0.911020755,10
CUL9,0.911268599,19
DPP10,0.91142129,6
ZFYVE9,0.912193589,13
IZUMO4,0.912653125,8
MCM5,0.912659446,13
PLCB1,0.912785875,8
TSC2,0.912916103,26
SPNS2,0.913277332,10
TMEM8B,0.913308247,9
CCDC132,0.913800673,5
KIAA1324,0.914699994,9
CABP4,0.914840252,10
GLT25D2,0.915441625,11
KIAA1199,0.916005043,11
SCUBE2,0.916258482,12
MMP15,0.916922804,11
SERGEF,0.917036869,7
FRYL,0.9180269,15
CLCA4,0.918088262,11
DNAH9,0.918503129,52
PCDHGB2,0.918684697,87
DOCK2,0.919314663,15
LRGUK,0.920214651,13
PCDHGA5,0.920459978,84
ABCA4,0.9210054,35
ZP4,0.922979683,19
AKAP2,0.923592354,17
PALM2-AKAP2,0.923592354,17
EPHA1,0.924843036,17
FAM83C,0.925705186,16
MYH14,0.928205657,17
PCDHGA8,0.931878963,53
MARCH1,1,7
MARCH3,1,2
A2ML1,1,33
AAGAB,1,7
AANAT,1,4
AARS2,1,14
ABAT,1,3
ABCA13,1,49
ABCA6,1,14
ABCC11,1,14
ABCC12,1,18
ABHD12B,1,2
ABHD13,1,3
ABL1,1,5
ACADS,1,3
ACADVL,1,6
ACAP1,1,6
ACO2,1,3
ACPL2,1,5
ACPT,1,3
ACSL1,1,10
ADC,1,9
ADCY4,1,12
ADRA1A,1,3
